microsegundos
141
80
68
77
58
68
63
71
63
63
63
62
63
61
61
63
62
73
65
63
63
63
63
62
56
57
56
83
56
57
57
56
56
61
56
55
56
56
56
56
56
56
56
56
56
56
56
57
55
56
56
56
56
56
56
56
56
56
62
83
82
68
66
66
65
56
78
75
63
96
93
98
76
93
64
53
50
50
49
48
48
48
48
47
55
46
46
46
46
46
46
46
46
46
46
46
46
46
46
45
46
45
46
45
74
68
65
64
63
64
63
63
63
63
63
63
62
63
62
63
62
62
62
62
86
65
63
72
62
61
63
61
61
62
63
62
62
62
61
62
61
62
62
62
62
63
62
63
62
62
124
91
73
67
68
66
63
64
64
89
70
65
67
68
70
67
61
60
68
67
69
101
67
62
65
64
90
62
64
69
63
61
83
92
123
84
70
78
69
64
57
59
56
57
56
54
55
50
61
74
52
50
50
50
50
49
75
55
51
49
49
55
50
50
49
50
50
50
55
69
109
94
65
71
65
63
62
62
60
60
63
60
60
62
64
117
103
94
141
78
68
66
65
64
63
63
62
64
62
63
62
61
62
63
63
62
63
63
62
63
62
61
62
63
63
62
62
90
59
57
56
56
55
55
62
81
112
69
69
80
77
79
77
70
65
65
65
64
64
65
73
65
63
85
164
96
67
62
54
50
58
60
66
67
59
55
48
68
133
92
66
51
113
73
68
66
67
64
64
102
67
64
59
82
69
51
50
82
59
50
48
50
49
49
48
49
61
53
52
52
51
53
51
52
52
52
52
52
52
52
101
63
55
81
79
63
58
58
56
57
93
139
100
86
78
77
106
91
76
72
72
80
95
77
72
72
71
71
70
59
59
58
58
58
58
59
58
58
58
58
126
139
79
59
55
53
48
46
46
46
47
45
47
49
46
46
45
46
46
79
51
58
51
50
49
49
50
49
49
49
48
50
50
50
50
49
49
50
51
50
58
51
51
51
51
51
51
103
76
56
52
71
73
57
56
55
55
52
51
51
51
52
52
51
50
50
52
53
51
51
51
51
51
52
51
62
53
122
62
54
53
53
53
52
53
53
53
53
53
67
66
55
56
54
74
58
54
54
53
54
54
53
53
98
101
66
57
65
57
56
56
59
71
59
56
56
56
56
55
56
55
65
56
56
55
58
56
55
104
136
112
103
88
86
112
91
123
98
88
104
106
110
75
70
74
76
63
63
62
67
57
54
54
54
54
53
53
54
54
63
64
124
140
89
82
84
88
65
104
68
60
57
56
61
54
53
53
52
53
53
94
107
93
68
61
56
53
62
55
56
55
55
105
80
60
57
60
57
56
55
56
56
56
56
56
56
56
55
55
58
56
55
56
55
56
56
56
57
56
130
78
63
59
58
58
58
58
58
58
58
57
58
72
72
61
60
59
76
61
59
59
59
59
65
57
59
57
60
59
58
58
69
62
61
62
61
60
61
60
60
61
61
61
60
61
60
61
71
63
143
123
109
98
84
78
78
78
73
68
66
73
70
67
69
90
98
70
65
62
62
59
59
66
55
57
56
55
56
56
55
70
86
76
67
74
60
57
70
78
62
62
58
58
62
92
63
58
59
59
59
58
58
58
60
61
61
61
61
60
61
61
61
61
61
61
63
61
61
70
117
95
70
65
70
64
64
64
126
97
96
195
111
90
90
89
86
108
99
87
91
70
71
71
70
70
71
72
70
69
93
75
71
98
59
49
47
48
47
46
46
46
45
46
46
48
47
46
47
46
45
46
46
54
48
47
48
51
47
47
48
47
48
48
47
47
48
48
47
48
49
48
48
193
105
100
99
98
97
97
94
97
96
98
125
107
80
80
79
82
76
76
121
73
58
57
73
97
83
73
70
77
79
71
67
77
48
46
45
46
89
59
51
48
46
46
46
45
45
46
46
60
67
51
46
46
46
48
46
45
45
45
46
45
46
45
45
46
44
45
45
45
45
50
89
58
50
48
46
46
47
46
46
48
45
45
45
45
46
45
45
45
45
45
46
55
47
47
47
49
57
48
47
47
47
59
50
48
49
47
47
73
96
70
70
68
66
64
65
65
65
64
80
141
88
84
77
79
83
107
64
68
65
64
63
64
63
64
86
54
46
47
45
46
46
46
46
46
46
46
45
45
46
45
45
66
49
45
46
46
46
46
46
45
49
46
46
46
46
45
45
45
45
45
46
46
46
45
45
45
45
54
47
47
48
47
47
47
48
49
47
47
46
47
47
47
48
47
47
47
47
54
48
49
48
50
48
49
48
48
49
52
49
57
54
51
50
49
67
52
76
69
117
78
73
71
72
70
75
70
70
70
71
73
62
62
62
63
62
65
62
63
63
63
61
61
63
61
62
61
62
62
62
62
62
62
63
62
61
61
61
62
62
62
65
62
62
61
91
66
62
62
62
61
62
62
62
67
56
56
56
56
56
56
55
55
70
61
62
64
62
62
61
62
61
60
63
121
104
87
85
82
83
55
57
54
55
56
66
83
58
55
78
79
72
72
94
58
51
50
47
46
48
45
46
46
46
45
46
46
67
69
65
63
62
63
63
63
63
62
62
62
63
63
62
62
63
64
62
62
65
62
63
62
62
62
63
62
62
62
62
62
62
62
62
62
79
54
49
70
62
51
113
75
68
68
66
67
64
64
63
63
64
62
62
63
63
62
62
62
64
63
61
62
62
62
62
61
63
62
59
62
63
61
64
67
63
62
63
61
62
62
62
61
61
62
63
63
62
91
60
51
51
50
51
47
46
71
54
47
45
45
46
46
45
45
57
49
49
49
49
48
47
49
48
49
49
71
53
49
58
51
55
164
78
78
74
73
73
71
87
81
60
56
53
51
51
51
48
47
48
47
46
47
78
55
48
47
48
47
47
47
47
47
47
47
46
56
50
49
48
49
49
49
51
48
49
49
49
48
49
49
48
61
136
75
71
98
73
61
53
49
49
52
74
71
55
50
49
49
56
47
47
47
47
47
48
47
46
47
47
54
72
73
83
94
66
65
61
56
57
55
56
55
55
55
55
55
55
55
56
55
56
55
64
57
61
58
58
58
58
57
58
57
58
58
57
60
58
57
58
69
60
60
99
81
66
63
63
61
61
60
60
61
96
112
67
64
63
65
64
63
64
64
64
66
64
64
64
64
64
64
63
64
64
67
64
85
68
108
114
197
99
94
94
96
89
87
88
87
91
86
64
63
81
79
73
64
63
66
63
61
62
62
79
63
63
62
63
63
62
62
62
62
60
62
60
62
62
62
62
64
92
75
55
51
52
48
47
46
47
45
45
46
